Video title: Deze adembenemende nieuwe dingen kan ChatGPT nu ｜ ✨ Poki
Youtube video code: 1uKHG0p8f_s
Last modified time: 2024-05-14 18:27:38

------------------ 

[0.00 --> 7.00]  MUZIEK
[2860.14 --> 2860.82]  Meta glasses.
[2862.00 --> 2862.32]  En.
[2862.66 --> 2863.14]  Nou ja.
[2863.14 --> 2864.94]  Een ander soort dingetjes.
[2865.50 --> 2866.22]  Opgelost gaat worden.
[2866.30 --> 2866.68]  Want ik vind.
[2867.34 --> 2867.98]  Die feature.
[2868.40 --> 2869.54]  Dat het ziet wat jij ziet.
[2870.04 --> 2870.90]  Niet alleen op je scherm.
[2871.00 --> 2871.88]  Maar ook daar buiten.
[2872.42 --> 2874.64]  Als jij aan een motor aan het sleutelen bent.
[2875.04 --> 2876.22]  Dat je samen kan sleutelen.
[2877.04 --> 2877.22]  Ja.
[2877.48 --> 2877.88]  Dat is.
[2878.80 --> 2878.98]  Ja.
[2879.32 --> 2880.58]  De glasshole.
[2881.04 --> 2881.40]  Android.
[2881.86 --> 2882.62]  Hoe heette dat ding.
[2882.80 --> 2883.60]  Google Glasses.
[2883.60 --> 2884.12]  Google Glasses.
[2884.20 --> 2884.26]  Ja.
[2884.26 --> 2886.30]  Maar de grap is natuurlijk dat we het gezien hebben.
[2886.42 --> 2887.64]  In demo's van Mark Zuckerberg.
[2887.74 --> 2889.32]  Toen hij die Ray-Ban bril lanceerde.
[2889.34 --> 2889.44]  Ja.
[2889.44 --> 2890.28]  Dat is inmiddels ook alweer.
[2890.78 --> 2891.18]  Dat is meer.
[2891.18 --> 2892.70]  Dat is een jaar geleden of zo.
[2892.70 --> 2893.74]  Dat is wel best wel lang geleden.
[2893.88 --> 2895.02]  Ook inclusief de.
[2895.38 --> 2896.04]  Van de.
[2896.10 --> 2896.84]  De demo.
[2897.02 --> 2898.70]  Van wat dat met AI zou kunnen gaan doen.
[2899.00 --> 2899.10]  En.
[2899.66 --> 2900.44]  En het is er allemaal.
[2900.76 --> 2900.92]  Maar.
[2901.40 --> 2902.04]  Het is gewoon.
[2902.48 --> 2903.46]  Niet slim genoeg.
[2903.74 --> 2904.94]  En het is niet snel genoeg.
[2905.26 --> 2905.44]  En.
[2905.82 --> 2906.92]  Dat is nu opeens.
[2907.34 --> 2907.86]  Gefixt.
[2908.44 --> 2908.66]  En.
[2908.74 --> 2908.86]  Ja.
[2908.86 --> 2908.92]  Ja.
[2909.52 --> 2912.04]  Daarvoor hoef je niet nieuwe hardware te hebben.
[2912.24 --> 2912.48]  Het is.
[2912.88 --> 2916.60]  Zoals mijn appjes vannacht opeens beter gingen werken.
[2917.22 --> 2922.96]  Kan die bril en kan de Jumane pin ook met één regel veranderen in de code.
[2923.28 --> 2925.10]  Opeens beter en sneller werken.
[2926.10 --> 2926.36]  En.
[2927.36 --> 2927.56]  Ja.
[2927.56 --> 2930.16]  Ik wil nu nog wel nieuwe demo's zien van die.
[2930.16 --> 2930.60]  Van die.
[2930.72 --> 2930.98]  Zeg maar.
[2931.06 --> 2931.82]  Hoe was hij gisteren.
[2931.88 --> 2932.68]  Hoe is hij vandaag.
[2933.96 --> 2934.36]  Toch?
[2934.40 --> 2934.44]  Ja.
[2934.44 --> 2935.16]  Ik snap wat je bedoelt.
[2935.32 --> 2935.42]  Ja.
[2935.54 --> 2935.64]  Ja.
[2935.72 --> 2935.82]  Ja.
[2935.98 --> 2937.34]  Opeens verandert het al die.
[2937.64 --> 2939.66]  Jumane heeft ontzettend slechte reviews gehad.
[2939.82 --> 2939.94]  Maar.
[2940.54 --> 2940.66]  Ja.
[2940.70 --> 2941.88]  Misschien was dit het gewoon.
[2942.14 --> 2942.40]  Ja.
[2942.64 --> 2942.82]  Ja.
[2942.96 --> 2943.10]  Nee.
[2943.16 --> 2943.88]  Helemaal met je eens.
[2943.98 --> 2944.32]  Ik ben echt.
[2944.46 --> 2944.58]  Ik.
[2944.58 --> 2944.78]  Ja.
[2944.92 --> 2945.54]  Ik zou echt.
[2946.28 --> 2948.60]  Eigenlijk alle demo's die ze destijds hebben geprobeerd.
[2949.00 --> 2949.66]  Opnieuw willen doen.
[2949.82 --> 2950.54]  Doe nog maar een keer.
[2951.08 --> 2951.92]  Het was de latency.
[2952.74 --> 2953.10]  Grotendeels.
[2953.24 --> 2953.40]  Ja.
[2953.40 --> 2954.52]  Was echt het probleem.
[2954.70 --> 2954.82]  Ja.
[2955.20 --> 2955.38]  En.
[2955.64 --> 2955.86]  Maar goed.
[2955.90 --> 2956.86]  Dan vallen wij in herhaling.
[2957.00 --> 2957.86]  Als latency jongens.
[2958.00 --> 2959.58]  Dat is nu al klaar.
[2959.66 --> 2960.64]  Dan gaan wij het niet meer over hebben.
[2960.74 --> 2961.56]  Want het is weg.
[2962.08 --> 2962.38]  Oké.
[2962.40 --> 2964.40]  Misschien dan nog een ander punt van kritiek.
[2964.52 --> 2966.02]  Ik heb ook mensen gezien die zeiden.
[2966.70 --> 2969.28]  Wij dachten dat GPT-5 eraan kan komen.
[2969.40 --> 2969.96]  Je zou komen.
[2970.04 --> 2971.56]  Je had het er net zelf ook al eventjes over.
[2972.24 --> 2974.18]  We zijn nu veertien maanden later.
[2974.52 --> 2976.70]  Ten opzicht van de vorige grote aankondiging.
[2977.80 --> 2978.56]  Is dit het?
[2978.98 --> 2980.62]  Is dit waar ze mee?
[2981.06 --> 2983.20]  Is dit waar ze hun tijd aan besteden?
[2983.20 --> 2984.54]  De hele ochtend over na te denken.
[2984.62 --> 2985.78]  Ik heb er wel veel over nagedacht.
[2986.68 --> 2988.42]  Wat vind je van mensen die dat zeggen?
[2989.70 --> 2990.76]  Want even voor de duidelijkheid.
[2990.82 --> 2993.14]  Dit gaat dus over dat het model niet slimmer is geworden.
[2993.24 --> 2995.94]  Het is niet fundamenteel beter geworden in briefing.
[2995.94 --> 2997.04]  Een heel klein beetje.
[2997.38 --> 3000.56]  Maar dat is binnen zo'n kleine marge.
[3001.06 --> 3002.02]  Dus wat je zegt.
[3003.10 --> 3005.88]  Er zijn allerlei tests die worden gedraaid.
[3006.02 --> 3007.70]  En iedere keer als er een nieuw model uitkomt.
[3007.76 --> 3009.22]  Wat een beetje een serieus model is.
[3009.22 --> 3010.66]  Dan gaan al die makers van die test.
[3010.72 --> 3011.98]  Die gaan die test weer aanzetten.
[3011.98 --> 3013.90]  En aan het einde komt er dan een score uit.
[3014.30 --> 3015.50]  En als die score niet omhoog gaat.
[3015.64 --> 3016.50]  Dan is dat ding niet beter geworden.
[3016.62 --> 3016.84]  Punt.
[3017.26 --> 3019.18]  Nou die tests zijn nu allemaal gedraaid vanochtend.
[3019.38 --> 3020.74]  Want de API is beschikbaar.
[3021.26 --> 3024.20]  En er komt dan 2, 3,5% uit op bepaalde punten omhoog.
[3024.26 --> 3025.58]  En op andere 5% naar beneden.
[3025.76 --> 3026.94]  Want die snelheid heeft wat gekost.
[3027.14 --> 3028.02]  Om die snelheid te creëren.
[3028.54 --> 3031.74]  Dus in het gemiddelde is dit nog steeds GPT-4.
[3032.04 --> 3033.98]  Daarom is de branding ook eerlijk.
[3034.08 --> 3034.58]  Zou ik zeggen.
[3034.58 --> 3035.08]  Of in ieder geval.
[3035.44 --> 3037.46]  Het was niet handig geweest om het nu 5 te noemen.
[3037.46 --> 3037.94]  Nee.
[3038.10 --> 3039.96]  Want dan was de verwachting dat het intelligenter was.
[3040.38 --> 3042.02]  Voor zover ik heb begrepen.
[3042.12 --> 3044.56]  En dat moet dan allemaal op basis van orders die geplaatst zijn.
[3044.70 --> 3046.16]  Datacenters die gehuurd worden.
[3046.66 --> 3048.36]  En partnerships die aangegaan worden.
[3048.88 --> 3052.30]  Lijkt het er wel op dat OpenAI iets groters aan het trainen is nog.
[3052.98 --> 3053.38]  Tegelijkertijd.
[3054.18 --> 3056.50]  Dus er komt waarschijnlijk wel een GPT-5.
[3056.50 --> 3058.54]  De vraag is alleen.
[3059.50 --> 3064.96]  Komt misschien wel die GPT-4O uit onderzoek bij gebruikers.
[3065.04 --> 3065.72]  Gewoon heel classic.
[3066.14 --> 3069.84]  Maar dat wij als nerds.
[3069.84 --> 3070.80]  Zeg ik dan maar even zo.
[3071.34 --> 3072.76]  Op die megapixels zitten.
[3072.92 --> 3073.32]  Bij wijze van.
[3073.58 --> 3075.48]  Nu op die intelligentie zitten.
[3075.60 --> 3077.70]  Op die test zit ik dan misschien zelf wat meer op.
[3078.32 --> 3080.30]  En dat we een beetje blind zijn geworden voor.
[3081.08 --> 3084.56]  OpenAI heeft vast gebruikersonderzoek gedaan.
[3084.56 --> 3086.46]  En daar kwam waarschijnlijk gewoon uit.
[3087.30 --> 3089.16]  Ik zou het fijn vinden als hij sneller antwoord geeft.
[3089.50 --> 3093.38]  Ik zou het fijn vinden als ik mijn eigen plaatje of video's erin kan plakken.
[3093.50 --> 3095.14]  Dat YouTube video's samengevat worden.
[3095.52 --> 3096.74]  Veel meer op klantwens.
[3097.34 --> 3100.04]  En dat dit lijkt me heel erg wat de community wil.
[3100.98 --> 3103.38]  En dan heb ik het dus niet over de tech community.
[3103.58 --> 3106.56]  Maar gewoon over de 100 miljoen OpenAI gebruikers.
[3107.36 --> 3108.60]  Zeg maar op de GPT gebruikers.
[3109.02 --> 3112.24]  Ik denk dat ze hem in dat opzicht heel goed hebben getuned op.
[3112.66 --> 3113.76]  Waar de pijn zat.
[3113.76 --> 3115.16]  Pijn is een groot woord.
[3115.24 --> 3116.82]  Maar waar de frictie zat bij veel mensen.
[3117.10 --> 3117.78]  Voor hun product.
[3118.02 --> 3118.68]  Precies wat jij zegt.
[3118.74 --> 3121.08]  Het is een enorm product gefocust bedrijf.
[3121.54 --> 3122.86]  Maar cynisch zou je kunnen zeggen.
[3123.44 --> 3125.48]  Ze zijn met GPT 5 al een jaar bezig.
[3125.66 --> 3126.88]  Want die modellen worden vaak.
[3127.02 --> 3129.52]  Het trainen loopt vaak parallel al met eerdere modellen.
[3130.26 --> 3132.38]  En het is niet zo interessant.
[3133.26 --> 3134.32]  Het lukt niet zo goed.
[3134.50 --> 3136.94]  Er zit een soort diminishing returns.
[3137.04 --> 3138.34]  Die curve begint af te zwakken.
[3138.42 --> 3139.32]  Dit kan ook zo zijn.
[3139.32 --> 3143.28]  Dat zij merken dat ze een checkpoint hebben gemaakt van GPT 5.
[3143.44 --> 3145.64]  Dus tijdens het trainen even kijken hoe het ermee staat.
[3146.32 --> 3149.62]  En dat dat helemaal niet zoveel indrukwekkend deed.
[3150.48 --> 3151.68]  Dus dan moet je de breedte in.
[3151.74 --> 3152.94]  Omdat de hoogte niet meer werkt.
[3153.68 --> 3154.88]  En dat zou...
[3154.88 --> 3156.58]  Er wordt al langer gespeculeerd.
[3156.66 --> 3158.42]  Zou er een soort plateau aan kunnen komen?
[3158.96 --> 3159.12]  Ja.
[3159.26 --> 3160.64]  Misschien is dit het plateau iets.
[3161.30 --> 3161.76]  Nou ja.
[3161.76 --> 3163.00]  Als dit het plateau is.
[3163.12 --> 3164.84]  Dan vind ik dat OpenAI zich te knap.
[3165.52 --> 3167.20]  Knap heeft gespecialiseerd in de breedte.
[3167.30 --> 3167.96]  Laat ik het dan zo zeggen.
[3167.96 --> 3168.20]  Ja.
[3170.30 --> 3170.66]  Oké.
[3170.80 --> 3172.98]  Je mag dadelijk nog één ding uitkiezen.
[3173.08 --> 3173.20]  Wiet.
[3173.28 --> 3173.98]  Uit het draaiboek.
[3174.08 --> 3176.70]  Je hebt weer een soort van bak met nieuwtjes erin gegooid.
[3176.74 --> 3178.10]  Waarvan je er één mag kiezen.
[3178.18 --> 3178.92]  Je mag hem teasen.
[3179.02 --> 3180.30]  En dan ga ik eerst een reclame doen.
[3180.44 --> 3181.70]  Dus maak het lekker voor de mensen.
[3181.80 --> 3182.96]  Zodat ze lekker de reclame gaan luisteren.
[3183.72 --> 3184.32]  Wow, wow, wow.
[3184.40 --> 3185.28]  Maar ik moet nog kiezen.
[3185.72 --> 3186.34]  Ja, kies maar.
[3186.56 --> 3188.36]  Daar hangt heel veel van af voor het kapitalisme.
[3188.38 --> 3189.16]  Stack Overflow.
[3189.84 --> 3190.20]  Ja.
[3190.30 --> 3191.70]  En maak het even juicy voor de mensen.
[3192.40 --> 3193.82]  Nou, Stack Overflow.
[3194.00 --> 3196.32]  Grootste ontwikkelaarscommunity online.
[3196.32 --> 3198.66]  Naast dingen als GitHub en Huggingface.
[3199.28 --> 3203.76]  Een plek waar je je vraag kunt stellen over programmeren en een antwoord krijgt.
[3203.84 --> 3207.34]  Hebben we een deal gesloten met OpenAI om data uit te wisselen.
[3207.44 --> 3209.18]  En wat dit betekent hoor je zo meteen.
[3209.46 --> 3214.40]  Want heb je er ooit bij stilgestaan hoeveel persoonlijke informatie er over jou te vinden is op het internet?
[3214.40 --> 3219.46]  Datamakelaars creëren schaduwprofielen die angst aan jagende hoeveelheden gegevens bevatten.
[3219.76 --> 3223.30]  Van je inkomsten tot je gezondheid en zelfs de namen van je familieleden.
[3223.90 --> 3229.44]  Deze inzichten worden vervolgens gebruikt door oplichters, vreemden, verzekeringsmaatschappijen en zelfs de overheid.
[3229.86 --> 3231.58]  Maar gelukkig is er incogni.
[3231.86 --> 3237.86]  Een service die je gegevens bij datamakelaars verwijderd en de publieke toegang tot jouw privégegevens beperkt.
[3238.38 --> 3241.38]  Met incogni krijg je weer controle over je eigen informatie.
[3241.38 --> 3245.48]  Bescherm jouw gegevens door een account te maken bij incogni.
[3245.58 --> 3250.74]  Je krijgt nu 60% korting door de link incogni.com slash pokepot te gebruiken.
[3251.10 --> 3255.70]  Dat is incogni.com slash pokepot of volg de link in de show notes.
[3259.84 --> 3260.82]  Doet die even.
[3262.84 --> 3264.82]  Oké, terug naar de juice.
[3265.28 --> 3267.38]  Vertel me iets over Stack Overflow.
[3267.38 --> 3275.70]  Het grapje is heel lang geweest dat op het moment dat je als programmeur,
[3276.22 --> 3279.04]  en dan op een, nou ja, dat mogen mensen zelf bepalen op welk niveau,
[3279.20 --> 3281.94]  dan wordt ook een beetje het grapje gemaakt dat als je niet zo goed kan programmeren,
[3282.00 --> 3284.02]  dat je gewoon steeds het antwoord opzoekt op Stack Overflow,
[3284.14 --> 3287.06]  zonder te lezen dat antwoord erin kwakt en net zolang antwoorden erin kwakt,
[3287.12 --> 3288.30]  totdat het wat doet en dan ga je weer door.
[3288.74 --> 3293.60]  Zonder te weten wat je, een soort schoolverslag downloaden van scholieren.com
[3293.60 --> 3294.84]  en dat boek nooit lezen.
[3295.22 --> 3296.22]  En dan hopen dat je...
[3296.22 --> 3296.98]  Dat is wel programmeurs, ja.
[3297.16 --> 3299.56]  Ja, scholieren.com programmeurs.
[3299.64 --> 3304.72]  Dus dat is niet zo nice, maar je hebt ook mensen die antwoord geven
[3304.72 --> 3308.56]  dat jij een hele specifieke vraag stelt over een database,
[3308.70 --> 3310.40]  een heel exotisch probleem.
[3310.50 --> 3313.36]  Dat iemand daar dan helemaal, waarschijnlijk de maker van die software zelfs,
[3313.40 --> 3314.52]  want die hangen daar ook rond, zegt,
[3314.60 --> 3317.46]  joh, ik heb even gekeken, ik heb het voor je getest, daar moet je zijn.
[3317.46 --> 3321.02]  En zo'n antwoord heeft dan een jaar later 12.000 upvotes,
[3321.08 --> 3323.64]  want er waren nog 12.000 mensen met precies dat kleine probleempje.
[3323.70 --> 3325.12]  En dan is dat ontzettend waardevol,
[3325.20 --> 3329.70]  dat dat mooi gestructureerd op een community centraal bijgehouden wordt.
[3331.00 --> 3333.80]  En noem het Stack Overflow,
[3333.92 --> 3337.64]  is trouwens ook andere onderwerpen over breien, auto's, noem maar op.
[3337.70 --> 3338.72]  Hebben ze ook allemaal die thema's.
[3338.78 --> 3340.22]  Dat is natuurlijk verbreding van hun product,
[3340.40 --> 3344.56]  maar ze zijn het bekendst om hun eerste ding, Stack Overflow.
[3344.56 --> 3346.68]  Je hebt ook de Stack Exchange volgens mij,
[3346.72 --> 3347.80]  en dan heb je allemaal verschillende stacks.
[3348.04 --> 3349.32]  Schap je, dat is een beetje grappig natuurlijk.
[3349.50 --> 3351.62]  De programmeurstack is het populairst.
[3351.78 --> 3353.40]  Dat is het begin en het grootste.
[3354.02 --> 3359.44]  En die dataset van Stack Overflow zat waarschijnlijk, zeg ik,
[3359.50 --> 3361.92]  kon het uiteindelijk niet vinden of dat bewezen is,
[3362.00 --> 3363.18]  zat al in GPT.
[3363.60 --> 3364.90]  Want dat is een publieke website,
[3365.12 --> 3367.32]  en ze zijn als een gek aan het scrapen geweest bij OpenAI.
[3367.88 --> 3370.84]  Dus in één van die datasets, het zijn allemaal programmeurs,
[3370.84 --> 3374.54]  ik ga ervan uit dat ze geprobeerd hebben om heel Stack Overflow al naar binnen te trekken.
[3375.36 --> 3380.06]  Nu zijn we op dit moment gekomen waarin partijen als OpenAI,
[3380.42 --> 3381.94]  maar ook de grote andere partijen,
[3382.02 --> 3384.64]  allemaal deeltjes aan het maken zijn met kranten, uitgevers,
[3384.94 --> 3387.02]  om eigenlijk een beetje achteraf,
[3387.62 --> 3389.24]  na het feit al gepleegd is, zeg maar,
[3389.36 --> 3390.92]  toch die toestemming nog te fixen.
[3391.38 --> 3392.26]  Waarom is dat handig?
[3392.54 --> 3395.68]  Nou, dat zorgt ervoor dat je een beetje uit het juridische wind kan blijven.
[3395.84 --> 3397.86]  Je doet eigenlijk een deal op de gang,
[3398.26 --> 3399.90]  zodat de rechter er niet aan te passen hoeft te komen.
[3400.56 --> 3405.20]  En je kunt afspraken maken over in wat voor formaat je het wil hebben,
[3405.28 --> 3405.84]  en hoe vaak.
[3406.28 --> 3409.98]  Want jij wilt natuurlijk niet de hele tijd met de Hand Stack Overflow moeten scrapen,
[3410.06 --> 3411.28]  je wilt gewoon met hun afspreken,
[3411.72 --> 3414.46]  joh, die data die willen we gestructureerd aangeleverd krijgen,
[3414.86 --> 3416.36]  en het liefst iedere 24 uur,
[3416.44 --> 3419.18]  zodat de nieuwste antwoorden van die dag ook bij ons terechtkomen.
[3419.18 --> 3421.92]  En dan kan je ook wat financiële compensatie doen,
[3422.00 --> 3425.06]  want ik ga ervan uit dat dit geen deal was met gesloten beurs.
[3425.48 --> 3425.92]  Om niet.
[3426.04 --> 3427.64]  Waarom is dit nou best wel groot nieuws?
[3428.12 --> 3431.44]  Is omdat wat een beetje gespeculeerd wordt,
[3431.60 --> 3437.18]  is dat OpenAI bezig is met een model getuned voor programmeren.
[3438.94 --> 3440.92]  Programmeren kan het grote model al,
[3441.02 --> 3442.22]  en ik moet nu nog even wennen,
[3442.30 --> 3444.74]  maar de GBT4O is best een goede programmeur.
[3444.82 --> 3446.30]  De eerste testjes zijn vanochtend uitgekomen,
[3446.38 --> 3448.40]  op bepaalde vlakken zit er wat vooruitgang in.
[3448.40 --> 3450.60]  Maar kan ook nog heel veel andere dingen,
[3450.72 --> 3452.12]  die je als programmeur niet nodig hebt.
[3452.30 --> 3453.20]  Dus je wordt eigenlijk een,
[3453.62 --> 3456.30]  Google noemt dat bijvoorbeeld een code Gemma uit mijn hoofd.
[3456.36 --> 3458.20]  Dat is Gemma, dus Gemini Open Source,
[3458.42 --> 3459.00]  voor code.
[3459.44 --> 3462.38]  Een hele goede programmeur weet iets minder over de wereldgeschiedenis.
[3462.54 --> 3463.14]  Laat ik het dan even zeggen.
[3463.16 --> 3463.58]  Ik ben expert.
[3464.20 --> 3467.16]  En kan ik me voorstellen,
[3467.32 --> 3470.52]  als je dan de huidige innovaties,
[3470.62 --> 3473.58]  die binnen OpenAI gevonden zijn,
[3473.68 --> 3476.48]  en in de bredere academische AI wereld,
[3476.48 --> 3477.98]  of kunstmatige interventiewereld,
[3478.40 --> 3481.16]  met hele hoge kwalitatieve data gaat doen.
[3481.32 --> 3483.36]  Want we zijn er inmiddels wel achter,
[3483.42 --> 3486.02]  dat je beter een kleine dataset kan hebben van hoge kwaliteit,
[3486.38 --> 3488.64]  dan een grote dataset van een lagere kwaliteit.
[3488.80 --> 3489.90]  Eigenlijk ook heel logisch natuurlijk.
[3490.56 --> 3492.84]  Als zij dan met een deal met Stack Overflow,
[3493.06 --> 3494.32]  een, ik roep nu maar wat,
[3494.60 --> 3495.58]  deal met O'Reilly,
[3495.72 --> 3497.48]  die heel veel grote textbooks uitbrengt,
[3497.54 --> 3499.28]  op het gebied van programmeren,
[3499.64 --> 3501.18]  dan zou je kunnen gaan werken aan,
[3501.24 --> 3502.60]  en dat zijn ze natuurlijk ook aan het doen,
[3502.60 --> 3507.16]  een ontzettend goede virtuele synthetische programmeur.
[3507.16 --> 3509.86]  En daarom is het wel groot nieuws,
[3509.92 --> 3510.80]  omdat Stack Overflow,
[3511.46 --> 3512.40]  daar zit het in,
[3512.60 --> 3513.68]  samen met GitHub, zeg maar.
[3515.30 --> 3515.90]  Daar staat het,
[3515.94 --> 3516.74]  als je dat kan leren.
[3517.12 --> 3517.54]  Ja, ja, ja.
[3518.34 --> 3520.86]  En je denkt dat ze dat als apart model zullen gaan?
[3520.90 --> 3522.00]  Dat is een gokje van mij.
[3523.28 --> 3523.60]  Nu,
[3524.12 --> 3524.86]  ik kan me ook,
[3524.86 --> 3525.96]  ik kan me ook voorstellen,
[3527.06 --> 3529.50]  je kan een beetje een mix maken natuurlijk.
[3529.50 --> 3532.18]  Het hoeft niet allemaal in één groot ding te zitten,
[3532.30 --> 3533.80]  dat de OpenAI al langer.
[3533.90 --> 3536.10]  Kijk, dat jij één punt hebt waar je mee communiceert,
[3536.24 --> 3537.50]  één endpoint of één applicatie,
[3538.18 --> 3539.60]  dat betekent niet dat er op de achtergrond
[3539.60 --> 3541.26]  niet van alles nog doorgevraagd kan worden
[3541.26 --> 3543.76]  in een soort community van agents.
[3544.64 --> 3549.84]  Dus ik denk dat er inderdaad een snelle expert agent gemaakt gaat worden,
[3549.96 --> 3551.50]  die echt ontzettend goed is in programmeren,
[3552.14 --> 3554.10]  en echt gefijntuned is op dat domein,
[3554.82 --> 3558.56]  die of zichtbaar aan de gebruiker getoond wordt,
[3558.56 --> 3559.32]  dus dat je dan zegt,
[3559.48 --> 3560.02]  ik wil die,
[3560.54 --> 3561.62]  GPT-4 coder,
[3561.74 --> 3562.20]  ik noem maar wat,
[3562.42 --> 3565.68]  of onzichtbaar en gewoon constant automatisch ingeschakeld wordt,
[3565.80 --> 3567.40]  als het voormodel dat voelt.
[3568.94 --> 3569.94]  De Apple manier.
[3571.90 --> 3574.58]  En er zit wel een detail aan,
[3574.64 --> 3576.18]  dat er ook best wel wat programmeurs zijn,
[3576.34 --> 3578.54]  ik kan niet zo goed inschatten hoeveel procent van de community,
[3579.20 --> 3583.62]  die nu onder AVG, GDPR,
[3585.20 --> 3587.06]  die hebben nu sterk overlogen,
[3587.06 --> 3588.12]  die hebben gevraagd, ik wil alles eraf.
[3589.12 --> 3592.00]  Alles wat ik erop heb gezet de laatste twaalf jaar,
[3592.18 --> 3594.08]  waar ik in andere programmeurs heb geholpen,
[3594.72 --> 3596.18]  dat ga je er nu ook afhalen,
[3596.26 --> 3596.96]  want die zijn gewoon boos,
[3597.06 --> 3599.34]  omdat het voelt alsof er iets gemind wordt,
[3600.06 --> 3603.78]  wat zij daar eigenlijk pro bono op hebben gezet,
[3604.12 --> 3606.10]  op wat Stack Overflow zich voordeed,
[3606.36 --> 3608.84]  als zijnde de community voor programmeurs,
[3608.90 --> 3610.00]  waarin iedereen samen,
[3610.36 --> 3612.36]  kumbaya, elkaar kan helpen.
[3612.86 --> 3613.90]  Dus dan blijkt dat jouw,
[3614.48 --> 3616.04]  jouw antwoorden verkocht worden,
[3616.04 --> 3616.78]  dan is dat zuur.
[3617.16 --> 3617.86]  Dat snap ik ook wel.
[3618.26 --> 3620.10]  Ja, zo is het kapitalisme.
[3620.70 --> 3622.70]  Dat heeft een fijne kant.
[3622.70 --> 3623.90]  Over kapitalisme gesproken,
[3624.44 --> 3625.66]  dit was Poki,
[3625.72 --> 3628.02]  en wil je een lezing van Wietzij en Mij,
[3628.10 --> 3629.58]  dat doen we regelmatig in het land,
[3629.68 --> 3631.48]  geven wij lezingen over AI,
[3632.36 --> 3632.84]  dan kan dat.
[3633.08 --> 3635.06]  Mail ons daarvoor op lezing.pokie.show.
[3635.06 --> 3637.38]  De sponsor van deze aflevering was Incogni,
[3637.46 --> 3638.84]  dat is Incogni met een C,
[3639.02 --> 3641.90]  dat is I-N-C-O-G-N-I.com,
[3642.06 --> 3642.84]  slash Pokipot,
[3642.94 --> 3643.90]  staat ook in de show notes.
[3644.62 --> 3645.70]  Het is trouwens best wel handig hoor,
[3645.88 --> 3647.92]  ik mag dat dus zelf ook doen,
[3648.04 --> 3649.10]  omdat zij adverteerder zijn,
[3649.18 --> 3650.70]  dus ik heb mijn gegevens erin gezet,
[3650.76 --> 3651.92]  en het is wel echt grappig om te zien,
[3652.10 --> 3654.78]  hoeveel data brokers gegevens van mij hadden,
[3654.88 --> 3655.52]  zonder dat ik dat wist,
[3655.58 --> 3656.68]  met namen die ik niet kende,
[3657.20 --> 3658.68]  en die dat allemaal keurig eruit halen.
[3659.96 --> 3660.42]  Nou ja goed,
[3661.12 --> 3662.16]  het is maar gezegd.
[3662.16 --> 3663.58]  Dank voor het luisteren,
[3663.80 --> 3665.40]  met dank aan Sam Hengeveld voor de edit,
[3665.66 --> 3666.96]  en tot volgende week.
[3667.32 --> 3667.92]  Tot volgende week.
