Video title: Economen denken dat je niet werkloos wordt door AI ｜ ✨ Poki
Youtube video code: CWw8nZ8rI9s
Last modified time: 2024-04-09 12:28:32

------------------ 

[0.00 --> 10.00]  MUZIEK
[3520.70 --> 3522.50]  En dat heb ik dus hier ook een beetje mee.
[3522.64 --> 3523.84]  Een soort van...
[3523.84 --> 3529.74]  Aan de ene kant ben ik dus technisch heel geïnteresseerd in wat kunnen we automatiseren.
[3530.76 --> 3536.52]  En denk ik dan, wat vet dat we gewoon 90% van het werk in 30 seconden kunnen doen.
[3537.24 --> 3538.40]  Want zo is het.
[3538.80 --> 3544.76]  En een deel van mij denkt dus, ja maar moeten we dit doen, want Jezus wat een gezeik ga je krijgen.
[3544.86 --> 3546.14]  Zo denk ik dus ook over covers.
[3546.36 --> 3548.14]  En zo denk ik ook over al het andere creatieve werk.
[3548.14 --> 3549.18]  Dan ben ik wel benieuwd.
[3549.82 --> 3553.60]  Want nu je het over die Ninjago zei, of Ninjago, van...
[3553.60 --> 3557.94]  Hadden ze spijt dat ze het met een jaar hebben gemaakt?
[3557.94 --> 3560.42]  Of hadden ze spijt dat mensen erachter gekomen zijn?
[3560.66 --> 3560.80]  Ja.
[3561.16 --> 3561.94]  Nou ja, het is...
[3561.94 --> 3565.24]  En ik zie dat ook een beetje als een tijdelijk ding.
[3565.24 --> 3565.62]  Ja.
[3565.90 --> 3570.60]  En nu die algoritme zijn gewoon net niet goed genoeg.
[3571.20 --> 3573.60]  En cynisch kan je zeggen, dat duurt nog wel even.
[3573.86 --> 3577.34]  Maar ik denk gezien, moeten we maar even zien hoe die lijn doorzetten.
[3577.48 --> 3579.68]  Misschien is de laatste 20% wel het allermoeilijkste.
[3579.98 --> 3583.96]  Ik denk dat het voelt voor mij alsof het laatste 5% zit in sommige categorieën.
[3583.96 --> 3586.48]  Maar jij zei net 90%, dus laten we die even aanhouden.
[3586.96 --> 3591.02]  Als die laatste 10% ook opgelost wordt binnen een jaar of twee...
[3591.02 --> 3593.86]  Dan kom je op een heel ander punt dat het helemaal niet meer te herkennen is.
[3593.86 --> 3598.92]  Sterker nog, dat een vertaling gedaan door Cloud Opus 5...
[3598.92 --> 3599.54]  Noem maar even wat.
[3600.48 --> 3604.98]  Die is gewoon substantieel kwalitatief beter dan een menselijke vertaling.
[3605.32 --> 3607.50]  Want die is door 100 vertalers gedaan.
[3607.88 --> 3608.84]  Synthetische vertalers.
[3609.24 --> 3610.50]  En daar zijn de beste uitgekozen.
[3610.64 --> 3613.86]  En dat is het meest gemiddeld fantastische...
[3613.86 --> 3614.06]  Ooit.
[3614.14 --> 3617.92]  Dus ik denk dat sowieso de vraag zit erin...
[3617.92 --> 3620.98]  Ik ben wel gefascineerd, want wat jij nu beschrijft...
[3620.98 --> 3624.92]  Die tendens van mensen om die intuïtieve afkeur te hebben...
[3624.92 --> 3627.50]  Naar synthetische content vind ik fascinerend.
[3627.92 --> 3629.92]  En de vraag is alleen...
[3629.92 --> 3631.82]  Wat gebeurt er als je het niet meer kan herkennen?
[3632.12 --> 3633.56]  Moet het dan dus gelabeld worden?
[3633.74 --> 3635.18]  Zoals binnen YouTube en Facebook.
[3635.90 --> 3639.14]  En komt dan de afgunst dat er achterop jouw boek staat...
[3639.14 --> 3640.84]  Op een van jullie boeken die je hebt uitgebracht.
[3640.84 --> 3644.06]  Vertaald door en dan netjes cloud opus 5.
[3644.24 --> 3644.66]  Noem maar wat.
[3644.90 --> 3646.64]  En dat mensen dan daar boos om worden.
[3647.16 --> 3648.08]  Omdat je het erop zet.
[3648.46 --> 3649.76]  Niet omdat de vertaling slecht is.
[3649.84 --> 3652.10]  Want die is superieur tegen die tijd.
[3652.44 --> 3653.18]  Daar gaan we even van uit.
[3653.26 --> 3655.90]  Die is 150% in plaats van 90%.
[3655.90 --> 3660.30]  En ga jij dan denken van...
[3660.30 --> 3663.12]  Oké, dit staat niet netjes voor mijn uitgeverij.
[3663.34 --> 3665.72]  Ik moet mensen in dienst nemen.
[3665.86 --> 3667.22]  Want dat is een onderdeel van...
[3667.22 --> 3669.34]  En we zitten eigenlijk gewoon op...
[3669.34 --> 3672.66]  Wordt er gebruik gemaakt van dierenproeven voor make-up?
[3673.20 --> 3675.60]  Zit er palmolie in de Nutella?
[3676.04 --> 3677.70]  Zit er AI in Alexanders Boeken?
[3678.00 --> 3679.40]  Ik denk niet dat het heel anders is.
[3679.82 --> 3680.44]  Ja, precies.
[3680.44 --> 3681.82]  Ja.
[3682.76 --> 3682.94]  Ja.
[3684.14 --> 3684.50]  Ja.
[3684.50 --> 3686.12]  Eigenlijk is de palmolie van de technologie.
[3686.48 --> 3686.94]  Ja, precies.
[3688.10 --> 3690.24]  Ik weet niet zo goed wat ik ermee moet.
[3691.32 --> 3692.50]  Ik twijfel hier nog over.
[3692.64 --> 3696.40]  Maar ik ben vooral in de war over dat ik nu deze keuze moet gaan maken.
[3696.58 --> 3697.24]  De ethische keuze.
[3697.32 --> 3700.16]  Eigenlijk wat we net met Marit bespraken is hier gewoon aan de hand.
[3700.28 --> 3702.04]  Namelijk, ik sta nu voor de keuze.
[3702.52 --> 3703.20]  Ga ik dit doen?
[3703.34 --> 3707.56]  Ga ik het soort van de artisanal, het handmatige werk?
[3707.56 --> 3712.52]  Of sta ik toch toe dat er een soort mix komt van de twee op dit moment in de tijd?
[3712.64 --> 3714.48]  Terwijl het nog niet hoeft, maar wel kan.
[3715.08 --> 3716.42]  Ja, opeens moet ik een keuze maken.
[3716.92 --> 3722.38]  Ja, als we die metafoor doortrekken met pindakaas of pasta.
[3723.00 --> 3726.30]  Daar heb je natuurlijk dat er wordt gezegd, oké, joh, er zit geen palmolie in.
[3726.58 --> 3728.00]  Daardoor zit het potje een euro duurder.
[3728.42 --> 3729.62]  Want het kost ons gewoon moeite.
[3730.00 --> 3731.10]  We hebben een kleinere markt.
[3731.10 --> 3738.58]  Dus de vraag wordt dan, zijn mensen straks bereid te betalen voor boeken waarvan de vertaling later uitkomt.
[3738.70 --> 3739.68]  Want het duurt gewoon langer.
[3740.12 --> 3742.02]  En de vertaling misschien ook niet zo goed is.
[3742.22 --> 3742.76]  Ja, precies.
[3742.86 --> 3744.52]  Neem het maar eens op tegen honderd algoritmen.
[3744.92 --> 3747.66]  En dat mensen dan zeggen, dat boeit me allemaal niet.
[3747.92 --> 3748.58]  Ik wacht wel.
[3749.06 --> 3751.06]  Dit is voor mij kaviaar in tekstvorm.
[3752.14 --> 3753.02]  Weet je al zoiets?
[3753.02 --> 3755.76]  En dus, ik ben heel benieuwd hoe dat gaat zijn.
[3755.86 --> 3758.28]  Want als je er cynisch qua marktwerking naar kijkt.
[3758.38 --> 3762.06]  Ja, je hebt uiteindelijk ook je marges te beschermen.
[3762.12 --> 3763.92]  En het feit dat je blijft bestaan als uitgever.
[3764.40 --> 3766.66]  Als jij natuurlijk heel veel dingen voor heel weinig kan inkopen.
[3766.78 --> 3770.06]  Waarvan de kwaliteit zelfs beter is dan de mensen die je anders zou inschakelen.
[3770.14 --> 3772.74]  Dan moet je wel heel goed kunnen uitleggen aan je lezers.
[3773.72 --> 3775.50]  Waarom jouw boek zo duur is of zo lang duurt.
[3775.70 --> 3777.68]  Of zo slecht vertaald is in verhouding.
[3777.90 --> 3782.50]  Nou, ik ga wel even een of andere ethiek bot opzoeken bij Character AI.
[3782.50 --> 3786.56]  En dan zul je horen wat de keuze is geweest van mijn Socrates gesprek.
[3786.88 --> 3788.32]  Dank voor het luisteren naar Poki.
[3788.42 --> 3789.56]  We zijn er volgende week weer.
[3789.90 --> 3790.28]  Tot dan.
[3790.52 --> 3790.80]  Dag.
